Iterations,N. Birds,Run,Target function,Type,Error,Point,Time (s)
1000,200,6,Sphere,Parallel,1.4580860667260226e-42,"[-1.6052353e-22 -1.3580423e-23  3.7048644e-22  8.9295440e-22
 -7.0534111e-22]",0.9126987457275391
1000,200,6,Sphere,Iterative,1.6815581571897805e-44,"[-9.6824560e-23 -2.4791020e-23  8.2895372e-23 -2.1421676e-23
  2.5036350e-23]",4.850048065185547
1000,200,7,Sphere,Parallel,6.070188049567304e-29,"[ 3.8412292e-15  2.5586127e-15 -2.4568167e-15 -5.7705526e-15
 -2.5517513e-16]",0.8794012069702148
1000,200,7,Sphere,Iterative,5.546502589301361e-33,"[-2.9278210e-17 -4.7260468e-19 -4.1156484e-17 -2.0187310e-18
 -5.4691263e-17]",4.7667200565338135
1000,200,8,Sphere,Parallel,1.7352312240462758e-29,"[ 4.7751652e-16  1.3533359e-15 -1.5518829e-16 -1.0281354e-15
  3.7698311e-15]",0.8880796432495117
1000,200,8,Sphere,Iterative,4.7177757254480206e-26,"[-1.8966236e-13 -1.3019100e-15  4.8609174e-14 -8.6718176e-14
  3.6350480e-14]",4.821261405944824
1000,200,9,Sphere,Parallel,1.0644462747746348e-18,"[-3.3716016e-10  4.8255228e-10 -3.8433981e-10  3.8627138e-10
  6.4883737e-10]",0.8945348262786865
1000,200,9,Sphere,Iterative,5.666530314383736e-16,"[-1.12300365e-08 -1.52991575e-08  4.88276253e-10 -1.10273506e-08
  9.19968635e-09]",4.818648099899292
1000,200,10,Sphere,Parallel,1.2209816965293098e-45,"[-1.7147170e-23  2.2940100e-23  1.0819858e-24 -1.6920751e-23
  1.0640750e-23]",0.9291133880615234
1000,200,10,Sphere,Iterative,0.0,"[-1.8984853e-23  1.9552194e-23  8.0459521e-24  2.1002554e-24
 -2.3027730e-23]",4.726410388946533
1000,200,11,Sphere,Parallel,2.118014915063195e-24,"[ 5.6870177e-13 -7.2083566e-13 -5.3210480e-13  9.9028262e-13
  1.0580162e-13]",0.917518138885498
1000,200,11,Sphere,Iterative,4.324244601518366e-25,"[-3.0253518e-13 -2.6105049e-13  3.4864215e-13 -3.8612158e-13
 -4.5916694e-14]",5.050643444061279
1000,200,12,Sphere,Parallel,1.0194243819137858e-32,"[-8.5244469e-18 -2.3781244e-17  5.7036287e-17  5.4114989e-17
  5.8090102e-17]",1.0175821781158447
1000,200,12,Sphere,Iterative,4.820923283186239e-34,"[ 1.0892129e-17  4.6855480e-18 -1.5480626e-17  2.5169584e-18
  9.7731588e-18]",5.21870756149292
1000,200,13,Sphere,Parallel,4.1534054232254606e-36,"[-6.6097025e-19  5.2218175e-19 -2.2503614e-19  1.7092349e-18
  6.8682212e-19]",0.9980776309967041
1000,200,13,Sphere,Iterative,1.5695475047311987e-34,"[-3.5705582e-18 -6.7982831e-18 -9.6811664e-18  1.7570549e-18
  1.0848904e-18]",4.81251859664917
1000,200,14,Sphere,Parallel,1.38070040882066e-23,"[ 1.2885526e-13 -6.5430820e-13 -2.9663945e-12 -2.0215826e-12
  6.8991948e-13]",0.9184257984161377
1000,200,14,Sphere,Iterative,1.8630525513692784e-22,"[ 1.7782442e-12 -4.1360491e-12 -7.8322487e-12  8.4535851e-12
 -5.7644584e-12]",4.808079481124878
1000,200,15,Sphere,Parallel,1.6983624463547362e-26,"[ 7.3561654e-14 -7.8835322e-14  4.7902031e-14  5.4458337e-14
  9.8480794e-15]",0.895958662033081
1000,200,15,Sphere,Iterative,8.404329873449068e-26,"[-1.26087617e-13  2.17548527e-13 -7.30964768e-14 -6.46830950e-14
 -1.06258427e-13]",4.789232969284058
1000,200,16,Sphere,Parallel,5.878528249381722e-46,"[-1.12308076e-23 -8.20920212e-26  4.26493783e-24  6.44968258e-24
  2.00481158e-23]",0.9130027294158936
1000,200,16,Sphere,Iterative,0.0,"[-7.0339035e-24  9.0039779e-24  1.8108072e-23 -9.7416496e-24
 -1.4024407e-23]",4.855527877807617
1000,200,17,Sphere,Parallel,4.4534018509571476e-30,"[ 1.1577142e-15  2.1590880e-16  1.0827982e-16 -5.9946332e-16
  1.6417681e-15]",0.9054276943206787
1000,200,17,Sphere,Iterative,2.8562167143553956e-29,"[-1.5880834e-15  2.9625746e-15 -2.9119849e-15 -4.6926049e-16
 -2.9263370e-15]",5.027445554733276
1000,200,18,Sphere,Parallel,2.968282028927665e-21,"[-1.7696490e-11  4.1151804e-13  3.0773301e-12  5.1183710e-12
  5.1178894e-11]",0.9146206378936768
1000,200,18,Sphere,Iterative,3.361442789703109e-22,"[ 5.1473825e-12  1.6307965e-11 -2.0506374e-12 -4.7330022e-12
 -4.1343179e-12]",4.764235019683838
1000,200,19,Sphere,Parallel,1.5939532184315095e-45,"[-1.2698747e-23  6.8452940e-24 -2.4940350e-23  2.1105863e-23
 -1.7842603e-23]",0.8933470249176025
1000,200,19,Sphere,Iterative,0.0,"[ 5.3855566e-24 -2.5219596e-23  8.0321454e-24  2.3397491e-23
 -5.4144257e-24]",4.829174757003784
1000,200,20,Sphere,Parallel,9.950587043159104e-16,"[ 2.4079867e-08  9.6847899e-09  1.1315191e-08 -3.7076298e-10
  1.3901531e-08]",0.9280378818511963
1000,200,20,Sphere,Iterative,1.152108444948044e-17,"[ 1.0639418e-09  1.3082868e-10 -3.1610636e-09  2.9087466e-10
 -5.4319838e-10]",4.847862482070923
1000,200,21,Sphere,Parallel,2.4032911371583378e-39,"[ 4.1266180e-20 -3.3727643e-21 -2.5547525e-20  2.8863950e-21
 -5.2925148e-21]",0.9166908264160156
1000,200,21,Sphere,Iterative,3.6517417590765435e-40,"[-2.9140539e-21 -8.5391212e-21  4.4173965e-21 -6.6243855e-21
 -1.4844829e-20]",4.806349992752075
1000,200,22,Sphere,Parallel,6.845688879897476e-31,"[ 2.8632488e-16 -9.5364263e-18 -3.1356186e-16 -6.6605901e-16
  2.4604952e-16]",0.9614641666412354
1000,200,22,Sphere,Iterative,5.691521727307076e-30,"[-1.3126055e-15  1.9792941e-15 -6.9975933e-17  1.1579110e-16
 -1.8077377e-16]",4.871793746948242
1000,200,23,Sphere,Parallel,1.014186177306987e-28,"[ 3.7282655e-15 -8.4672463e-15  2.9602243e-15  2.4054156e-15
  1.1293550e-15]",0.9110159873962402
1000,200,23,Sphere,Iterative,7.502490747729983e-28,"[-9.1476340e-15 -2.4223841e-14 -4.3267841e-15 -4.6383914e-15
  6.2880545e-15]",4.971001148223877
1000,200,24,Sphere,Parallel,5.595797157730889e-17,"[ 8.8216101e-10 -8.5908525e-10  1.4825612e-09 -6.2156182e-09
  3.6891514e-09]",0.9375486373901367
1000,200,24,Sphere,Iterative,3.2555556825373257e-15,"[-6.9175954e-10  2.3881199e-09 -6.2459513e-09 -4.3019028e-08
  3.6874454e-08]",4.967189311981201
1000,200,25,Sphere,Parallel,4.1561306402718347e-22,"[ 7.1391677e-12  1.7535150e-11 -4.8478582e-13  6.8855199e-12
  3.0851979e-12]",0.9436452388763428
1000,200,25,Sphere,Iterative,7.927641470718098e-24,"[ 4.0889536e-13 -2.1672100e-12  1.5697834e-12  6.8217307e-13
 -3.6615188e-13]",4.787811517715454
1000,200,26,Sphere,Parallel,4.728708147947822e-29,"[-3.6462397e-15  6.5969626e-16  6.5645731e-16 -3.3721601e-15
 -4.6641632e-15]",0.88832688331604
1000,200,26,Sphere,Iterative,8.659952269241941e-29,"[ 1.1102438e-15  5.5991554e-15  7.2089348e-15 -3.7969099e-16
  1.3796507e-15]",4.833197116851807
1000,200,27,Sphere,Parallel,3.054040540775603e-36,"[-8.8322003e-19  7.5078883e-19  1.0154978e-18  3.1372975e-19
  7.6198224e-19]",0.9056427478790283
1000,200,27,Sphere,Iterative,1.5413997663075805e-36,"[-2.1450199e-19  6.3127302e-19  4.6030450e-19  5.0377615e-19
 -7.9448878e-19]",4.984877347946167
1000,200,28,Sphere,Parallel,1.304599638231616e-30,"[-7.3654660e-16 -1.1062261e-16  1.7353323e-16  7.5431312e-16
  3.8827736e-16]",0.9051921367645264
1000,200,28,Sphere,Iterative,1.6359308191227529e-31,"[ 5.2631120e-17 -1.7294078e-16  7.5737094e-17 -1.8399271e-16
 -3.0220044e-16]",4.7764952182769775
1000,200,29,Sphere,Parallel,2.732100158009175e-24,"[ 5.0810528e-13  3.6497238e-13 -4.2489384e-13  5.0866017e-13
 -1.3789323e-12]",0.8677587509155273
1000,200,29,Sphere,Iterative,9.607612177643635e-24,"[ 8.8448866e-13  1.7961264e-12 -5.2433665e-13 -2.2355767e-12
 -5.7139276e-13]",4.826639413833618
1000,200,30,Sphere,Parallel,1.3036749056815914e-35,"[-1.4255871e-18  2.1469860e-18 -6.1585416e-19  1.2096954e-18
 -2.1336032e-18]",1.0801584720611572
1000,200,30,Sphere,Iterative,2.0902612750726098e-36,"[ 9.0623261e-19 -7.3360870e-19  1.1356859e-19 -4.4887452e-19
  7.1863466e-19]",5.403747797012329
1000,200,1,Rosenbrock,Parallel,0.027863140158809037,[0.98241985 0.9681371  0.9450224  0.88854665 0.7848484 ],0.8881363868713379
1000,200,1,Rosenbrock,Iterative,29.809474016956102,[-1.2368103  1.5453478  2.3878727  5.736562  32.91376  ],4.718437433242798
1000,200,2,Rosenbrock,Parallel,4.80860631745844,[-1.0614799  1.1241689  1.2685143  1.5715055  2.471352 ],0.8935930728912354
1000,200,2,Rosenbrock,Iterative,0.0,[1. 1. 1. 1. 1.],4.8124330043792725
1000,200,3,Rosenbrock,Parallel,0.0,[1. 1. 1. 1. 1.],0.916522741317749
1000,200,3,Rosenbrock,Iterative,3.9308393365140084,[-0.9620532   0.9357458   0.880727    0.77790123  0.6051304 ],4.8138861656188965
1000,200,4,Rosenbrock,Parallel,3.930839440775336,[-0.96205556  0.93574995  0.88073224  0.7779171   0.6051561 ],0.8907620906829834
1000,200,4,Rosenbrock,Iterative,0.0,[1. 1. 1. 1. 1.],4.7979912757873535
1000,200,5,Rosenbrock,Parallel,0.23211911274287694,[0.94225156 0.88926834 0.7940539  0.61556053 0.3737502 ],0.8933954238891602
1000,200,5,Rosenbrock,Iterative,0.2630109011469344,[0.95038325 0.893867   0.80949986 0.6855431  0.47525567],4.7434234619140625
1000,200,6,Rosenbrock,Parallel,0.0,[1. 1. 1. 1. 1.],0.8870096206665039
1000,200,6,Rosenbrock,Iterative,0.0004864383513734083,[1.0008978 1.0000738 1.0012922 1.0022736 1.0051947],4.746064901351929
1000,200,7,Rosenbrock,Parallel,7.789663566658475,[ 1.1767279  1.3833027  1.9010859  3.595952  12.941772 ],0.8789465427398682
1000,200,7,Rosenbrock,Iterative,42.332683409661286,[-1.2668748  1.6159377  2.6167111  6.845603  46.874325 ],4.74301290512085
1000,200,8,Rosenbrock,Parallel,0.0,[1. 1. 1. 1. 1.],0.9065027236938477
1000,200,8,Rosenbrock,Iterative,0.053137541254521636,[0.9717833  0.94672877 0.90436894 0.81956697 0.673789  ],4.730459451675415
1000,200,9,Rosenbrock,Parallel,23471.01801382847,[ 1.5901649  1.7819581  1.3693953  3.4411645 -3.2702513],0.9003462791442871
1000,200,9,Rosenbrock,Iterative,48579.15401448624,[-2.881392   1.4903259  4.0974274 -4.0488853 17.465164 ],4.7469189167022705
1000,200,10,Rosenbrock,Parallel,0.08005572718687132,[0.97238016 0.94269806 0.87925035 0.7728937  0.598625  ],0.871588945388794
1000,200,10,Rosenbrock,Iterative,3604.1627119130853,"[-1.2051660e+00  1.4111325e+00  1.4563557e-02 -5.6225839e+00
  3.1747633e+01]",4.706515550613403
1000,200,11,Rosenbrock,Parallel,0.11206421390093449,[0.9680001  0.93471426 0.87407804 0.76801336 0.5711484 ],0.9025864601135254
1000,200,11,Rosenbrock,Iterative,0.8495919015996733,[0.8814463  0.76652354 0.598655   0.32984352 0.08307108],4.689807653427124
1000,200,12,Rosenbrock,Parallel,0.0040440201210762755,[0.9966249  0.9960451  0.9874933  0.97706604 0.9538697 ],0.8792226314544678
1000,200,12,Rosenbrock,Iterative,10.30531690322826,[ 1.1954015  1.4193588  1.9608397  3.898911  15.159732 ],4.748621702194214
1000,200,13,Rosenbrock,Parallel,4.114957313086561,[-0.8880273   0.7923142   0.6339974   0.3964369   0.15468295],0.8918552398681641
1000,200,13,Rosenbrock,Iterative,49.663519169672,[ 1.2912011  1.6705021  2.7891712  7.7759204 60.47606  ],4.733904600143433
1000,200,14,Rosenbrock,Parallel,2.542317799033565,[ 0.54417294  0.28667486  0.08546262  0.01125279 -0.00106809],0.8804707527160645
1000,200,14,Rosenbrock,Iterative,673.9025435531458,"[ 2.9599425e-01  1.5393481e-02 -2.4545355e+00  6.5396023e+00
  4.2810699e+01]",4.749316215515137
1000,200,15,Rosenbrock,Parallel,0.0,[1. 1. 1. 1. 1.],0.882636308670044
1000,200,15,Rosenbrock,Iterative,75.79077919265282,[ 0.25164875 -0.5103315   0.84553915  0.50551224  0.14817874],4.702425003051758
1000,200,16,Rosenbrock,Parallel,3.9308394377363434,[-0.96205163  0.93574065  0.88072175  0.77789176  0.6051156 ],0.8527209758758545
1000,200,16,Rosenbrock,Iterative,3.9308393348524575,[-0.96205556  0.9357476   0.8807245   0.7778966   0.6051231 ],4.671652555465698
1000,200,17,Rosenbrock,Parallel,0.0,[1. 1. 1. 1. 1.],0.8828220367431641
1000,200,17,Rosenbrock,Iterative,3.9308393557113135,[-0.9620398   0.9357101   0.88065505  0.7777759   0.60493535],4.701802015304565
1000,200,18,Rosenbrock,Parallel,0.0,[1. 1. 1. 1. 1.],0.8637423515319824
1000,200,18,Rosenbrock,Iterative,3.930839335530262,[-0.96205634  0.9357476   0.880727    0.7778991   0.60512596],4.716997385025024
1000,200,19,Rosenbrock,Parallel,0.0,[1. 1. 1. 1. 1.],0.8557233810424805
1000,200,19,Rosenbrock,Iterative,0.0,[1. 1. 1. 1. 1.],4.6959638595581055
1000,200,20,Rosenbrock,Parallel,3.9308394402318334,[-0.9620571   0.9357476   0.88073474  0.77791464  0.6051512 ],0.8665282726287842
1000,200,20,Rosenbrock,Iterative,0.0,[1. 1. 1. 1. 1.],4.692633390426636
1000,200,21,Rosenbrock,Parallel,0.0,[1. 1. 1. 1. 1.],0.8799505233764648
1000,200,21,Rosenbrock,Iterative,3.9308393374535804,[-0.9620477   0.93573093  0.880693    0.7778418   0.60503787],4.7017505168914795
1000,200,22,Rosenbrock,Parallel,0.00010744465237215033,[0.99921566 0.9983676  0.99694794 0.99357903 0.987817  ],0.8612356185913086
1000,200,22,Rosenbrock,Iterative,0.0,[1. 1. 1. 1. 1.],4.69238018989563
1000,200,23,Rosenbrock,Parallel,17.310505971648215,[-1.1953061  1.4507557  2.0682356  4.3000236 18.474365 ],0.9415533542633057
1000,200,23,Rosenbrock,Iterative,4.665654471375845,[1.1371312 1.3118812 1.7183392 2.9625297 8.739671 ],4.721998453140259
1000,200,24,Rosenbrock,Parallel,1.073917251156907,[0.8546641  0.7541996  0.57218915 0.27936497 0.08224151],0.9280312061309814
1000,200,24,Rosenbrock,Iterative,0.16003895977526383,[1.0396063 1.0801805 1.1527245 1.3214972 1.7479086],4.682864665985107
1000,200,25,Rosenbrock,Parallel,738.5059833487205,"[ 1.7244901e-01 -9.0588387e-03 -2.5695217e+00  7.1126628e+00
  5.0637657e+01]",0.893963098526001
1000,200,25,Rosenbrock,Iterative,2.977123656295687,[0.40847737 0.16833653 0.0289003  0.01248788 0.00608526],4.708582162857056
1000,200,26,Rosenbrock,Parallel,86631.16892761286,[ 1.730629  -2.7010727 -3.9893417 -6.0858765 51.92366  ],0.9014616012573242
1000,200,26,Rosenbrock,Iterative,25916.218074953067,[-0.13466835 -2.1063466  -0.9112396   7.640627   71.76132   ],4.741643190383911
1000,200,27,Rosenbrock,Parallel,0.0,[1. 1. 1. 1. 1.],0.8757085800170898
1000,200,27,Rosenbrock,Iterative,0.0,[1. 1. 1. 1. 1.],4.714950799942017
1000,200,28,Rosenbrock,Parallel,0.0,[1. 1. 1. 1. 1.],0.8990726470947266
1000,200,28,Rosenbrock,Iterative,3.9359136944942783,[-0.9525744  0.9156015  0.8439864  0.7150114  0.5117241],4.843401908874512
1000,200,29,Rosenbrock,Parallel,8.587195093231387,[ 1.190924   1.3948861  1.9344207  3.7241259 13.872794 ],0.9168543815612793
1000,200,29,Rosenbrock,Iterative,0.2963126793702813,[0.9331788  0.8690544  0.74567705 0.56449413 0.3125618 ],4.737256050109863
1000,200,30,Rosenbrock,Parallel,1.0273302517105276,[0.8341954  0.6861428  0.49692124 0.26151747 0.07459757],0.8658745288848877
1000,200,30,Rosenbrock,Iterative,2.9392013742935457,[ 0.42478865  0.17345084  0.03867742  0.00978296 -0.00355997],4.717623472213745
1000,200,1,Styblinski,Parallel,14.136719105476857,[-2.903491  -2.9035258 -2.9035077  2.7468262 -2.903549 ],0.8871076107025146
1000,200,1,Styblinski,Iterative,8.373270986794523e-06,[-2.903555  -2.9035077 -2.9035077 -2.9035885 -2.9035397],4.7114081382751465
1000,200,2,Styblinski,Parallel,7.928570084914099e-07,[-2.903474  -2.903587  -2.903497  -2.90341   -2.9036846],0.9062111377716064
1000,200,2,Styblinski,Iterative,14.136712045659067,[ 2.746833  -2.9036694 -2.903436  -2.903448  -2.9035823],4.696087121963501
1000,200,3,Styblinski,Parallel,14.136719304671203,[-2.9035642  2.7468941 -2.9035122 -2.9035015 -2.903607 ],0.8961682319641113
1000,200,3,Styblinski,Iterative,7.896433828591398e-06,[-2.903587  -2.9036343 -2.903425  -2.903593  -2.9035306],4.678066730499268
1000,200,4,Styblinski,Parallel,3.7947739883748e-07,[-2.9034588 -2.9035091 -2.9034512 -2.9035823 -2.9036145],0.8941705226898193
1000,200,4,Styblinski,Iterative,14.136711688031198,[ 2.7468941 -2.9035382 -2.9036677 -2.903587  -2.9035428],4.750551462173462
1000,200,5,Styblinski,Parallel,4.0843133319867775e-07,[-2.903497  -2.903555  -2.9035487 -2.903387  -2.9035337],0.9166238307952881
1000,200,5,Styblinski,Iterative,7.896433828591398e-06,[-2.9036038 -2.903483  -2.903558  -2.9035337 -2.9035916],4.744951486587524
1000,200,6,Styblinski,Parallel,3.189854567153816e-07,[-2.9034665 -2.9034343 -2.9035306 -2.9035563 -2.9034755],0.9435131549835205
1000,200,6,Styblinski,Iterative,7.300387380837492e-06,[-2.9035869 -2.9034603 -2.9035962 -2.9034588 -2.9035609],4.752703428268433
1000,200,7,Styblinski,Parallel,14.136721116877197,[-2.9036663 -2.903575  -2.9034328 -2.9032493  2.7466989],0.9257807731628418
1000,200,7,Styblinski,Iterative,7.0619688017359294e-06,[-2.9035213 -2.9032815 -2.903575  -2.903616  -2.9036784],4.721314430236816
1000,200,8,Styblinski,Parallel,14.13672022224074,[-2.903497  -2.9036372  2.746651  -2.9036024 -2.903712 ],0.9189400672912598
1000,200,8,Styblinski,Iterative,14.13671109198475,[-2.9035764 -2.903642  -2.903607   2.746769  -2.903561 ],4.7996344566345215
1000,200,9,Styblinski,Parallel,1.2814130059268791e-06,[-2.9034054 -2.9037087 -2.903436  -2.903402  -2.9035397],0.9534206390380859
1000,200,9,Styblinski,Iterative,5.393038748024992e-06,[-2.903436  -2.9036784 -2.9036937 -2.9035428 -2.9031405],4.803525447845459
1000,200,10,Styblinski,Parallel,2.187582481383288e-06,[-2.9034817 -2.903497  -2.9037576 -2.9035642 -2.9038014],0.9226639270782471
1000,200,10,Styblinski,Iterative,5.035410879372648e-06,[-2.9035046 -2.903272  -2.9034343 -2.9033518 -2.9035761],4.795318365097046
1000,200,11,Styblinski,Parallel,14.13673763561249,[-2.903436  -2.9030237 -2.9037607 -2.9033594  2.747727 ],0.9423971176147461
1000,200,11,Styblinski,Iterative,14.136715264309885,[-2.90341   -2.903654  -2.9038002  2.747244  -2.9036024],4.769521236419678
1000,200,12,Styblinski,Parallel,1.036256378483813e-06,[-2.9036798 -2.903648  -2.903497  -2.9033961 -2.903607 ],0.8917670249938965
1000,200,12,Styblinski,Iterative,14.136712045659067,[-2.9035122 -2.9036798 -2.9034634  2.746772  -2.903587 ],4.751399755477905
1000,200,13,Styblinski,Parallel,14.136720783043671,[-2.9037638 -2.9034512  2.746927  -2.9033961 -2.9036267],0.9653878211975098
1000,200,13,Styblinski,Iterative,14.136715502728464,[-2.9032583 -2.903243   2.7467492 -2.9032998 -2.9034512],4.925873279571533
1000,200,14,Styblinski,Parallel,4.63439590703274e-07,[-2.903462  -2.9035106 -2.9036784 -2.903532  -2.9035199],0.9547209739685059
1000,200,14,Styblinski,Iterative,8.254061697243742e-06,[-2.903474  -2.9035091 -2.9035945 -2.9036298 -2.9035337],4.8542563915252686
1000,200,15,Styblinski,Parallel,2.289541782829474e-07,[-2.903645  -2.9035122 -2.903547  -2.903549  -2.903541 ],0.9519412517547607
1000,200,15,Styblinski,Iterative,7.777224539040617e-06,[-2.903564  -2.9034588 -2.9033961 -2.9035504 -2.9034772],4.944295883178711
1000,200,16,Styblinski,Parallel,1.6620428198166337e-06,[-2.903712  -2.9033365 -2.9034512 -2.9034467 -2.9036386],0.964099645614624
1000,200,16,Styblinski,Iterative,5.6314573271265544e-06,[-2.9031787 -2.9034617 -2.9035504 -2.9035382 -2.903555 ],4.855342149734497
1000,200,17,Styblinski,Parallel,5.451144318158185e-07,[-2.9036298 -2.9036694 -2.9035273 -2.9034724 -2.9035199],0.9244043827056885
1000,200,17,Styblinski,Iterative,7.896433828591398e-06,[-2.9034207 -2.9035962 -2.903494  -2.9036098 -2.9035504],4.842433929443359
1000,200,18,Styblinski,Parallel,0.001981750961988382,[-2.9036586 -2.8956475 -2.902765  -2.8963575 -2.902765 ],0.961766242980957
1000,200,18,Styblinski,Iterative,14.136712760914804,[-2.9036176 -2.9037378  2.7467203 -2.9034832 -2.9034863],4.8716442584991455
1000,200,19,Styblinski,Parallel,1.0794839881512814,[-2.93497   -2.9714637 -2.9599113 -3.0270548 -2.7029414],1.0761559009552002
1000,200,19,Styblinski,Iterative,1.4583544444932954,[-2.9163573 -2.888204  -2.8856108 -2.9534416 -3.1758363],5.758901596069336
1000,200,20,Styblinski,Parallel,2.563980615377659e-06,[-2.9034343 -2.9038625 -2.903575  -2.903607  -2.9033809],1.1618664264678955
1000,200,20,Styblinski,Iterative,14.136720032681467,[-2.9031126 -2.9034023 -2.903361   2.7463856 -2.903902 ],4.827679634094238
1000,200,21,Styblinski,Parallel,14.13671932165002,[-2.9035685 -2.9035625 -2.903581   2.7466881 -2.9035122],0.8895673751831055
1000,200,21,Styblinski,Iterative,14.136713118542673,[ 2.7468941 -2.9032984 -2.9033241 -2.9035213 -2.903575 ],4.73094367980957
1000,200,22,Styblinski,Parallel,5.743603139762854e-07,[-2.9035184 -2.9036798 -2.9035656 -2.9036298 -2.9035733],0.8965933322906494
1000,200,22,Styblinski,Iterative,7.658015249489836e-06,[-2.903509  -2.9036298 -2.903581  -2.9036038 -2.9034863],4.7702131271362305
1000,200,23,Styblinski,Parallel,14.136719278385982,[ 2.7467713 -2.9035916 -2.9035685 -2.903607  -2.9035854],0.9046764373779297
1000,200,23,Styblinski,Iterative,14.13671133040333,[-2.9035535 -2.903593  -2.9035032  2.7468078 -2.903506 ],4.840680360794067
1000,200,24,Styblinski,Parallel,3.4967467854585266e-07,[-2.9035962 -2.9034526 -2.9034724 -2.9035885 -2.9035885],0.9814906120300293
1000,200,24,Styblinski,Iterative,6.942759512185148e-06,[-2.90359   -2.903497  -2.9036372 -2.9035916 -2.9037042],5.71369743347168
1000,200,25,Styblinski,Parallel,14.136719488889156,[-2.903642   2.7467668 -2.9036434 -2.903549  -2.9035106],1.2069108486175537
1000,200,25,Styblinski,Iterative,6.823550222634367e-06,[-2.903645  -2.9036875 -2.9035137 -2.9037209 -2.903587 ],4.921815872192383
1000,200,26,Styblinski,Parallel,14.136719391983348,[ 2.74683   -2.9033961 -2.9035337 -2.9035337 -2.903549 ],0.9027836322784424
1000,200,26,Styblinski,Iterative,8.611689565896086e-06,[-2.9035504 -2.9036617 -2.903645  -2.9035535 -2.9035916],4.756985425949097
1000,200,27,Styblinski,Parallel,5.272959242574871e-07,[-2.903575  -2.90339   -2.9035382 -2.9035885 -2.9036052],0.9288239479064941
1000,200,27,Styblinski,Iterative,7.419596670388273e-06,[-2.9037242 -2.9035184 -2.9033961 -2.9034374 -2.903567 ],4.778161287307739
1000,200,28,Styblinski,Parallel,3.754188983324184,[-2.6880336 -2.8442478 -2.5086322 -2.818686  -2.7326183],0.9459776878356934
1000,200,28,Styblinski,Iterative,1.5932240199937837,[-2.877967  -2.9936452 -2.870676  -2.888396  -2.6022468],4.8016357421875
1000,200,29,Styblinski,Parallel,14.136719254589991,[ 2.746824  -2.9034467 -2.9035885 -2.9035625 -2.903523 ],0.9378054141998291
1000,200,29,Styblinski,Iterative,14.136712284077646,[-2.9035778  2.74674   -2.9037135 -2.9035916 -2.9035199],4.798935651779175
1000,200,30,Styblinski,Parallel,3.0155911190377083e-06,[-2.9036708 -2.9037604 -2.9036312 -2.9034266 -2.903823 ],0.9548089504241943
1000,200,30,Styblinski,Iterative,8.13485240769296e-06,[-2.9034512 -2.9035213 -2.903436  -2.9035764 -2.9034786],4.798942565917969
1000,200,1,f8,Parallel,10792.569009240984,[-300.80878  428.73584  405.73428 -305.09048  439.63345],1.0215909481048584
1000,200,1,f8,Iterative,10719.011734008789,[ 424.17493  439.1601  -323.13477  408.2254   411.90454],4.884446144104004
1000,200,2,f8,Parallel,10829.900770184766,[ 420.9878  -302.5347   420.94083 -302.52774 -302.50598],0.9527595043182373
1000,200,2,f8,Iterative,10829.900451660156,[-302.51724 -302.52383 -302.51758  420.97714  420.97058],4.870910167694092
1000,200,3,f8,Parallel,10980.496321365437,[ 401.27515 -108.8385   422.84506  392.7843   403.9534 ],0.9493613243103027
1000,200,3,f8,Iterative,10987.553016662598,[ 409.5006   434.35443  364.16296 -300.98633  433.7576 ],4.8622941970825195
1000,200,4,f8,Parallel,10734.854071291655,[-304.5561   419.57086  434.14294  392.85828  434.9511 ],1.040198564529419
1000,200,4,f8,Iterative,10812.510437011719,[-312.33145  413.86124  446.43707 -298.0723   420.9919 ],4.933887720108032
1000,200,5,f8,Parallel,10824.240484576025,[-306.64542  426.83893  393.6147  -296.78278  411.0733 ],1.0904183387756348
1000,200,5,f8,Iterative,10943.348762512207,[-314.29898  434.41614  421.55273  430.42053 -120.24555],4.93401312828064
1000,200,6,f8,Parallel,10713.895737425022,[-301.0132   424.62497  420.8185   420.9758  -300.63153],0.9469571113586426
1000,200,6,f8,Iterative,10830.102416992188,[-303.17752 -302.17465  421.82013  421.3366  -302.9595 ],4.866192817687988
1000,200,7,f8,Parallel,10855.133839306056,[189.39264 413.04828 419.51373 410.0052  389.8734 ],1.0220592021942139
1000,200,7,f8,Iterative,10941.173873901367,[ 410.00024  414.70306  396.55093 -302.60175  221.41972],4.9498114585876465
1000,200,8,f8,Parallel,11066.810161654574,[  65.54985  420.9597   420.96838 -302.52182 -302.51547],1.0185737609863281
1000,200,8,f8,Iterative,10928.601821899414,[ 420.9651   420.98694 -302.5235  -302.52005  203.81104],4.899539947509766
1000,200,9,f8,Parallel,10826.862308577365,[ 425.59167  416.856   -282.93445  417.99475 -279.71567],0.988039493560791
1000,200,9,f8,Iterative,10902.84122467041,[ 429.02426  420.6272   414.46722 -125.12285 -303.74594],4.89093804359436
1000,200,10,f8,Parallel,10928.629072357653,[ 421.3685   203.91527  420.7818  -302.46118 -302.6033 ],1.0456342697143555
1000,200,10,f8,Iterative,10710.372421264648,[429.8301  206.61293 423.2878  425.71274 415.17178],5.012107849121094
1000,200,11,f8,Parallel,10829.933482662427,[420.97705 420.96533 420.97128 420.97253  65.55048],0.9703655242919922
1000,200,11,f8,Iterative,10711.462036132812,[ 420.96463  420.9691   420.9762  -302.51813 -302.53452],4.962790250778198
